path,type,license,license_confidence,source_url,chosen_path,roblox_import_notes,verification
Res/FX/VFX/Orbital spheres/Materials/Snowflake dots.mat,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported,n/a
Res/FX/VFX/Orbital spheres/Materials/Snowflake.mat,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported,n/a
Res/FX/VFX/Orbital spheres/Textures/Blur_Dot02.png,texture,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,B,"BizachiCode-original. embed only, no standalone redistribution; upload Restricted. texture <=1024px (Roblox downscales larger); OpenGL-normal convention if normal maps",n/a
Res/FX/VFX/Orbital spheres/Textures/Smoke_Spritesheet01.png,texture,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,B,"BizachiCode-original. embed only, no standalone redistribution; upload Restricted. texture <=1024px (Roblox downscales larger); OpenGL-normal convention if normal maps",n/a
Res/FX/VFX/Orbital spheres/Textures/Snow01.png,texture,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,B,"BizachiCode-original. embed only, no standalone redistribution; upload Restricted. texture <=1024px (Roblox downscales larger); OpenGL-normal convention if normal maps",n/a
Res/FX/VFX/Orbital spheres/Textures/Snowflake01.png,texture,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,B,"BizachiCode-original. embed only, no standalone redistribution; upload Restricted. texture <=1024px (Roblox downscales larger); OpenGL-normal convention if normal maps",n/a
Res/FX/VFX/Orbital spheres/Textures/Trail06.png,texture,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,B,"BizachiCode-original. embed only, no standalone redistribution; upload Restricted. texture <=1024px (Roblox downscales larger); OpenGL-normal convention if normal maps",n/a
Res/FX/VFX/ToxicBubble/Material/BubbleMat.mat,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported,n/a
Res/FX/VFX/ToxicBubble/Material/eff_tex_fbmNoise1.png,texture,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,B,"BizachiCode-original. embed only, no standalone redistribution; upload Restricted. texture <=1024px (Roblox downscales larger); OpenGL-normal convention if normal maps",n/a
Res/FX/VFX/ToxicBubble/Material/eff_tex_glow03.png,texture,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,B,"BizachiCode-original. embed only, no standalone redistribution; upload Restricted. texture <=1024px (Roblox downscales larger); OpenGL-normal convention if normal maps",n/a
Res/FX/VFX/ToxicBubble/Material/embers.mat,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported,n/a
Res/FX/VFX/ToxicBubble/ToxicBubble.prefab,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported,n/a
Res/FullHDMainMenu.renderTexture,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported,n/a
Res/GameData/BattlePassItems/PassItem 1.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/BattlePassItems/PassItem 10.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/BattlePassItems/PassItem 2.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/BattlePassItems/PassItem 3.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/BattlePassItems/PassItem 4.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/BattlePassItems/PassItem 5.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/BattlePassItems/PassItem 6.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/BattlePassItems/PassItem 7.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/BattlePassItems/PassItem 8.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/BattlePassItems/PassItem 9.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/CharacterData/character1.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/CharacterData/character2.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/CharacterData/character3.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/CharacterData/character4.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/CharacterData/character5Update.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/CharacterData/character6Update.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/CharacterData/character7.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/Coupons/Coupon1.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/Coupons/Coupon2.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/Coupons/Coupon3.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/Currencies/Diamond.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/Currencies/Gold.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/Currencies/Stamine.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/Currencies/TicketName.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/Currencies/Upgrade.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/CurrenciesIAPItem/DiamongPack1.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/CurrenciesIAPItem/DiamongPack2.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/CurrenciesIAPItem/DiamongPack3.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/CurrenciesIAPItem/DiamongPack4.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/ElementalTypes/ElectricalType.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/ElementalTypes/FireType.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/ElementalTypes/FlyingType.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/ElementalTypes/GrassType.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/ElementalTypes/GroundType.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/ElementalTypes/MysticalType.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/ElementalTypes/PoisonType.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/ElementalTypes/SteelType.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/ElementalTypes/WaterType.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/FrameData/Frame 1.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/FrameData/Frame 10.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/FrameData/Frame 11.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/FrameData/Frame 2.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/FrameData/Frame 3.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/FrameData/Frame 4.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/FrameData/Frame 5.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/FrameData/Frame 6.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/FrameData/Frame 7.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/FrameData/Frame 8.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/FrameData/Frame 9.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/IconData/IconData1.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/IconData/IconData2.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/IconData/IconData3.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/IconData/IconData4.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/IconData/IconData5.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/IconData/IconData6.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/IconData/IconData7.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/IconData/IconData8.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/MapInfo/Map 1.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/MapInfo/Map 2.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/MapInfo/Map 3.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/MapInfo/Map 4.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/MapInfo/Map_Event_1.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/Quests/Quest1.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/Quests/Quest2.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/Quests/Quest3.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/Quests/Quest4.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/Quests/Quest5.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/Quests/Quest6.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/Quests/Quest7.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/Quests/Quest8.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/ShopData/ShopCharacter2.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/ShopData/ShopCharacter3.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/ShopData/ShopDataItems/Armor/ShopInventoryArmor 1.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/ShopData/ShopDataItems/Armor/ShopInventoryArmor 2.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/ShopData/ShopDataItems/Armor/ShopInventoryArmor 3.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/ShopData/ShopDataItems/Armor/ShopInventoryArmor 4.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/ShopData/ShopDataItems/Hat/ShopInventoryHead 1.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/ShopData/ShopDataItems/Hat/ShopInventoryHead 2.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/ShopData/ShopDataItems/Hat/ShopInventoryHead 3.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/ShopData/ShopDataItems/Hat/ShopInventoryHead 4.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/ShopData/ShopDataItems/Pants/ShopInventoryPants 1.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/ShopData/ShopDataItems/Pants/ShopInventoryPants 2.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/ShopData/ShopDataItems/Pants/ShopInventoryPants 3.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/ShopData/ShopDataItems/Pants/ShopInventoryPants 4.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/ShopData/ShopDataItems/Shoes/ShopInventoryShoes 1.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/ShopData/ShopDataItems/Shoes/ShopInventoryShoes 2.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/ShopData/ShopDataItems/Shoes/ShopInventoryShoes 3.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/ShopData/ShopDataItems/Shoes/ShopInventoryShoes 4.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/ShopData/ShopFrame1.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/ShopData/ShopFrame2.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/ShopData/ShopFrame3.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/ShopData/ShopFrame_4.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/ShopData/ShopFrame_5.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/ShopData/ShopFrame_6.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/ShopData/ShopFrame_7.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/ShopData/ShopFrame_8.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/ShopData/ShopGold1.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/ShopData/ShopGold2.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
Res/GameData/ShopData/ShopGold3.asset,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported; design data already extracted to extraction/gamedata-json (rebuild as Luau Config modules),n/a
