path,type,format,size_bytes,poly_count,notes
Res/OldUI/Font/AnderHedgeRegular SDF.asset,other,asset,8444967,n/a,ui
Res/OldUI/Font/AnderHedgeRegular.ttf,font,ttf,17380,n/a,ui
Res/OldUI/Misc/BgPatternTile.png,texture,png,10126,n/a,ui
Res/OldUI/Misc/Fire_fx_small.png,texture,png,29274,n/a,ui
Res/OldUI/Misc/Separator_04.png,texture,png,4004,n/a,ui
Res/OldUI/Misc/Undelete.png,texture,png,8160,n/a,ui
Res/OldUI/Misc/coin-animation.png,texture,png,62046,n/a,ui
Res/OldUI/Misc/gem-animation.psd,texture,psd,380235,n/a,ui
Res/OldUI/Misc/icon-heroes.png,texture,png,33235,n/a,ui
Res/OldUI/Misc/icon-scroll.png,texture,png,36197,n/a,ui
Res/OldUI/Misc/icon-shield.png,texture,png,5771,n/a,ui
Res/OldUI/Misc/icon-sword.png,texture,png,31350,n/a,ui
Res/OldUI/Misc/slider_shell.png,texture,png,465,n/a,ui
Res/OldUI/UI Images/Amount_shape_01.png,texture,png,3319,n/a,ui
Res/OldUI/UI Images/Bundle_icon_01.png,texture,png,53509,n/a,ui
Res/OldUI/UI Images/Bundle_icon_02.png,texture,png,91665,n/a,ui
Res/OldUI/UI Images/Bundle_icon_03.png,texture,png,112513,n/a,ui
Res/OldUI/UI Images/Bundle_icon_04.png,texture,png,158989,n/a,ui
Res/OldUI/UI Images/Bundle_icon_05.png,texture,png,57997,n/a,ui
Res/OldUI/UI Images/Bundle_icon_06.png,texture,png,76076,n/a,ui
Res/OldUI/UI Images/Bundle_icon_07.png,texture,png,103736,n/a,ui
Res/OldUI/UI Images/Burst.png,texture,png,27130,n/a,ui
Res/OldUI/UI Images/Char_card_bg.png,texture,png,28346,n/a,ui
Res/OldUI/UI Images/Char_fx_frame.png,texture,png,6262,n/a,ui
Res/OldUI/UI Images/Christmas_Deco_01.png,texture,png,12012,n/a,ui
Res/OldUI/UI Images/Christmas_Deco_02.png,texture,png,10112,n/a,ui
Res/OldUI/UI Images/Christmas_Deco_03.png,texture,png,6574,n/a,ui
Res/OldUI/UI Images/Christmas_Deco_04.png,texture,png,4866,n/a,ui
Res/OldUI/UI Images/Christmas_Deco_05.png,texture,png,5460,n/a,ui
Res/OldUI/UI Images/Christmas_Deco_06.png,texture,png,6038,n/a,ui
Res/OldUI/UI Images/CloseEye.png,texture,png,60802,n/a,ui
Res/OldUI/UI Images/Defeat_banner.png,texture,png,46230,n/a,ui
Res/OldUI/UI Images/Delete_button.png,texture,png,9313,n/a,ui
Res/OldUI/UI Images/Dragon_head.png,texture,png,104161,n/a,ui
Res/OldUI/UI Images/Fade.png,texture,png,842,n/a,ui
Res/OldUI/UI Images/Frame_02.png,texture,png,3723,n/a,ui
Res/OldUI/UI Images/Frame_03.png,texture,png,3705,n/a,ui
Res/OldUI/UI Images/Frame_skill_selected.png,texture,png,10284,n/a,ui
Res/OldUI/UI Images/Header_bg_01.png,texture,png,14178,n/a,ui
Res/OldUI/UI Images/Header_bg_02.png,texture,png,14315,n/a,ui
Res/OldUI/UI Images/Header_bg_03.png,texture,png,14771,n/a,ui
Res/OldUI/UI Images/Header_bg_christmas.png,texture,png,12390,n/a,ui
Res/OldUI/UI Images/Heal_button_bg.png,texture,png,15470,n/a,ui
Res/OldUI/UI Images/Hud_bg_01.png,texture,png,2987,n/a,ui
Res/OldUI/UI Images/Hud_bg_02.png,texture,png,3245,n/a,ui
Res/OldUI/UI Images/Hud_bg_03.png,texture,png,4090,n/a,ui
Res/OldUI/UI Images/Icon_Dayle.png,texture,png,61495,n/a,ui
Res/OldUI/UI Images/InputField.png,texture,png,3469,n/a,ui
Res/OldUI/UI Images/Knightboy_avatar.png,texture,png,24959,n/a,ui
Res/OldUI/UI Images/Life_Hud_bg.png,texture,png,3064,n/a,ui
Res/OldUI/UI Images/Life_Hud_juice_01.png,texture,png,3197,n/a,ui
Res/OldUI/UI Images/Life_Hud_juice_02.png,texture,png,3331,n/a,ui
Res/OldUI/UI Images/Life_Hud_juice_03.png,texture,png,3254,n/a,ui
Res/OldUI/UI Images/Life_Hud_juice_04.png,texture,png,4331,n/a,ui
Res/OldUI/UI Images/Main_menu_bg.png,texture,png,3031,n/a,ui
Res/OldUI/UI Images/Main_menu_button_01.png,texture,png,5977,n/a,ui
Res/OldUI/UI Images/Main_menu_icon_01.png,texture,png,18863,n/a,ui
Res/OldUI/UI Images/Main_menu_icon_02.png,texture,png,25122,n/a,ui
Res/OldUI/UI Images/Main_menu_icon_03.png,texture,png,17880,n/a,ui
Res/OldUI/UI Images/Main_menu_icon_04.png,texture,png,20413,n/a,ui
Res/OldUI/UI Images/Main_menu_icon_05.png,texture,png,15986,n/a,ui
Res/OldUI/UI Images/Main_menu_selector.png,texture,png,3829,n/a,ui
Res/OldUI/UI Images/OpenEye.png,texture,png,58034,n/a,ui
Res/OldUI/UI Images/Plano de Fundo.png,texture,png,19607,n/a,ui
Res/OldUI/UI Images/Radial_glow.png,texture,png,13019,n/a,ui
Res/OldUI/UI Images/Red_marker.png,texture,png,2897,n/a,ui
Res/OldUI/UI Images/Separator_01.png,texture,png,3273,n/a,ui
Res/OldUI/UI Images/Separator_02.png,texture,png,3210,n/a,ui
Res/OldUI/UI Images/Separator_03.png,texture,png,3862,n/a,ui
Res/OldUI/UI Images/Special_offer_tag.png,texture,png,6051,n/a,ui
Res/OldUI/UI Images/Star.png,texture,png,102995,n/a,ui
Res/OldUI/UI Images/Victory_banner.png,texture,png,76075,n/a,ui
Res/OldUI/UI Images/Vignette.png,texture,png,10820,n/a,ui
Res/OldUI/UI Images/Window_bg_01.png,texture,png,11752,n/a,ui
Res/OldUI/UI Images/Window_bg_02.png,texture,png,12970,n/a,ui
Res/OldUI/UI Images/Window_bg_03.png,texture,png,9183,n/a,ui
Res/OldUI/UI Images/Window_bg_04.png,texture,png,6811,n/a,ui
Res/OldUI/UI Images/XP_Hud_bg.png,texture,png,29264,n/a,ui
Res/OldUI/UI Images/XP_Hud_frame.png,texture,png,35469,n/a,ui
Res/OldUI/UI Images/XP_Hud_juice.png,texture,png,9085,n/a,ui
Res/OldUI/UI Images/bg_0.png,texture,png,1299,n/a,ui
Res/OldUI/UI Images/bg_empty_gear_slot.png,texture,png,3948,n/a,ui
Res/OldUI/UI Images/bg_pattern_01.png,texture,png,6572,n/a,ui
Res/OldUI/UI Images/bt_01.png,texture,png,4204,n/a,ui
Res/OldUI/UI Images/bt_02.png,texture,png,4691,n/a,ui
Res/OldUI/UI Images/bt_03.png,texture,png,4421,n/a,ui
Res/OldUI/UI Images/bt_04.png,texture,png,4274,n/a,ui
Res/OldUI/UI Images/bt_05.png,texture,png,5496,n/a,ui
Res/OldUI/UI Images/bt_06.png,texture,png,4419,n/a,ui
Res/OldUI/UI Images/bt_07.png,texture,png,5670,n/a,ui
Res/OldUI/UI Images/bt_08.png,texture,png,7304,n/a,ui
Res/OldUI/UI Images/bt_09.png,texture,png,10227,n/a,ui
Res/OldUI/UI Images/bt_10.png,texture,png,10286,n/a,ui
Res/OldUI/UI Images/bt_11.png,texture,png,8140,n/a,ui
Res/OldUI/UI Images/bt_12-1.png,texture,png,9777,n/a,ui
Res/OldUI/UI Images/bt_12.png,texture,png,4653,n/a,ui
Res/OldUI/UI Images/bt_13.png,texture,png,4584,n/a,ui
Res/OldUI/UI Images/bt_14.png,texture,png,4617,n/a,ui
Res/OldUI/UI Images/bt_15.png,texture,png,4554,n/a,ui
Res/OldUI/UI Images/frame_01.png,texture,png,8729,n/a,ui
Res/OldUI/UI Images/frame_christmas.png,texture,png,7887,n/a,ui
Res/OldUI/UI Images/frame_halloween.png,texture,png,7965,n/a,ui
Res/OldUI/UI Images/halloween_deco_01.png,texture,png,6950,n/a,ui
Res/OldUI/UI Images/halloween_deco_02.png,texture,png,8776,n/a,ui
Res/OldUI/UI Images/halloween_deco_03.png,texture,png,15762,n/a,ui
Res/OldUI/UI Images/icon_Chat_menu.png,texture,png,4937,n/a,ui
Res/OldUI/UI Images/icon_Lock.png,texture,png,47167,n/a,ui
Res/OldUI/UI Images/icon_Monster.png,texture,png,16424,n/a,ui
Res/OldUI/UI Images/icon_Transparent.png,texture,png,18148,n/a,ui
Res/OldUI/UI Images/icon_add.png,texture,png,2974,n/a,ui
Res/OldUI/UI Images/icon_attack_type_01.png,texture,png,6563,n/a,ui
Res/OldUI/UI Images/icon_attack_type_02.png,texture,png,6472,n/a,ui
Res/OldUI/UI Images/icon_attack_type_03.png,texture,png,8223,n/a,ui
Res/OldUI/UI Images/icon_char_class_01.png,texture,png,9747,n/a,ui
Res/OldUI/UI Images/icon_char_class_02.png,texture,png,6819,n/a,ui
Res/OldUI/UI Images/icon_char_class_03.png,texture,png,5816,n/a,ui
Res/OldUI/UI Images/icon_checkmark.png,texture,png,5000,n/a,ui
Res/OldUI/UI Images/icon_close.png,texture,png,3711,n/a,ui
Res/OldUI/UI Images/icon_filter.png,texture,png,3155,n/a,ui
Res/OldUI/UI Images/icon_hard_currency.png,texture,png,15039,n/a,ui
Res/OldUI/UI Images/icon_heal.png,texture,png,55525,n/a,ui
Res/OldUI/UI Images/icon_notification.png,texture,png,5870,n/a,ui
Res/OldUI/UI Images/icon_open_mail.png,texture,png,13980,n/a,ui
Res/OldUI/UI Images/icon_potions.png,texture,png,43569,n/a,ui
Res/OldUI/UI Images/icon_power.png,texture,png,5949,n/a,ui
Res/OldUI/UI Images/icon_rarity_01.png,texture,png,11410,n/a,ui
Res/OldUI/UI Images/icon_rarity_02.png,texture,png,12365,n/a,ui
Res/OldUI/UI Images/icon_rarity_03.png,texture,png,11693,n/a,ui
Res/OldUI/UI Images/icon_settings.png,texture,png,19171,n/a,ui
Res/OldUI/UI Images/icon_soft_currency.png,texture,png,14863,n/a,ui
Res/OldUI/UI Images/icon_sorting UP.png,texture,png,3228,n/a,ui
Res/OldUI/UI Images/icon_sortingDown.png,texture,png,3273,n/a,ui
Res/OldUI/UI Images/icon_stat_attack.png,texture,png,3708,n/a,ui
Res/OldUI/UI Images/icon_stat_critical.png,texture,png,4724,n/a,ui
Res/OldUI/UI Images/icon_stat_defense.png,texture,png,3863,n/a,ui
Res/OldUI/UI Images/icon_stat_health.png,texture,png,4300,n/a,ui
Res/OldUI/UI Images/icon_stat_speed.png,texture,png,3656,n/a,ui
Res/OldUI/UI Images/icon_stat_ultimate.png,texture,png,4253,n/a,ui
Res/OldUI/UI Images/icon_xp.png,texture,png,57778,n/a,ui
Res/OldUI/UI Images/scrollbar_bg.png,texture,png,3110,n/a,ui
Res/OldUI/UI Images/tab_window_02_selected.png,texture,png,3469,n/a,ui
Res/OldUI/UI Images/tab_window_02_unselected.png,texture,png,3500,n/a,ui
Res/OldUI/UI Images/tab_window_03_selected.png,texture,png,5127,n/a,ui
Res/OldUI/UI Images/tab_window_03_unselected.png,texture,png,4820,n/a,ui
Res/OldUI/UI Images/type_crest_bg.png,texture,png,10951,n/a,ui
Res/Prefabs/Misc/simple_separator.prefab,other,prefab,1846,n/a,
Res/RankingRender.renderTexture,other,rendertexture,860,n/a,
Res/Scenes/Home.unity,other,unity,4418482,n/a,
Res/Scenes/Home/LightingData.asset,other,asset,18192,n/a,
Res/Scenes/Home/ReflectionProbe-0.exr,other,exr,163864,n/a,
Res/Scenes/Login.unity,other,unity,404869,n/a,
Res/Scenes/Login/LightingData.asset,other,asset,18192,n/a,
Res/Scenes/Login/New Lighting Settings.lighting,other,lighting,1871,n/a,
Res/Scenes/Login/ReflectionProbe-0.exr,other,exr,163864,n/a,
Res/Scenes/MapArena1.unity,other,unity,761108,n/a,
Res/Scenes/MapArena1/CombinedMeshes_Environment.prefab,other,prefab,6050,n/a,
Res/Scenes/MapArena1/CombinedMeshes_colormap_-544692.asset,other,asset,25655,n/a,
Res/Scenes/MapArena1/CombinedMeshes_colormap_-544714.asset,other,asset,1642379,n/a,
Res/Scenes/MapArena1/Global Volume Profile.asset,other,asset,1475,n/a,
Res/Scenes/MapArena1/LightingData.asset,other,asset,17729,n/a,
Res/Scenes/MapArena1/LightingaArena1.lighting,other,lighting,1796,n/a,
Res/Scenes/MapArena1/NavMesh-FloorCollider.asset,other,asset,8812,n/a,
Res/Scenes/MapArena1/ReflectionProbe-0.exr,other,exr,178906,n/a,
Res/Scenes/MapArena2.unity,other,unity,761456,n/a,
Res/Scenes/MapArena2/CombinedMeshes/Arena2_Combined_Environment.prefab,other,prefab,8603,n/a,
Res/Scenes/MapArena2/CombinedMeshes/Combined_colormap 1_-113554.asset,other,asset,37352,n/a,
Res/Scenes/MapArena2/CombinedMeshes/Combined_colormap 2_-113576.asset,other,asset,8804,n/a,
Res/Scenes/MapArena2/CombinedMeshes/Combined_colormap_-113598.asset,other,asset,1771253,n/a,
Res/Scenes/MapArena2/NavMesh-FloorCollider.asset,other,asset,8812,n/a,
Res/Scenes/MapArena3.unity,other,unity,1141086,n/a,
Res/Scenes/MapArena3/NavMesh-FloorCollider.asset,other,asset,15300,n/a,
Res/Scenes/MapArena4.unity,other,unity,1152288,n/a,
Res/Scenes/MapArena4/NavMesh-FloorCollider.asset,other,asset,15320,n/a,
Res/Scenes/PVPArena2.unity,other,unity,428798,n/a,
Res/Scenes/PVPArena2/CombinedMeshes/Combined_colormap 1_-247814.asset,other,asset,16997,n/a,
Res/Scenes/PVPArena2/CombinedMeshes/Combined_colormap_-247792.asset,other,asset,822939,n/a,
Res/Scenes/PVPArena2/CombinedMeshes/Combined_colormap_-247836.asset,other,asset,132813,n/a,
Res/Scenes/PVPArena2/NavMesh-FloorCollider.asset,other,asset,11988,n/a,
Res/Scenes/PVPArenaBR.unity,other,unity,1549888,n/a,
Res/Scenes/PVPArenaBR/CombinedMeshes/Combined_colormap 1_-211126.asset,other,asset,61120,n/a,
Res/Scenes/PVPArenaBR/CombinedMeshes/Combined_colormap_-211148.asset,other,asset,2484972,n/a,
Res/Scenes/PVPArenaBR/NavMesh-FloorCollider.asset,other,asset,16208,n/a,
Res/Settings/Bloom URP.asset,other,asset,18741,n/a,
Res/Settings/Mobile_RPAsset 1.asset,other,asset,4879,n/a,
Res/Settings/Mobile_Renderer 1.asset,other,asset,1798,n/a,
Res/Skills/FireBall.asset,other,asset,2335,n/a,
Res/Skills/MultiFireball.asset,other,asset,2333,n/a,
Res/UI/BossIconMinimap.prefab,other,prefab,2248,n/a,ui
Res/UI/CharacterIcon/icon_character_vic.png,texture,png,55640,n/a,ui
Res/UI/Frames/FrameAtlas.spriteatlasv2,other,spriteatlasv2,1156,n/a,ui
Res/UI/Frames/Frame_1.png,texture,png,7584,n/a,ui
Res/UI/Frames/Frame_2.png,texture,png,8829,n/a,ui
Res/UI/Frames/Frame_3.png,texture,png,12365,n/a,ui
Res/UI/Frames/Frame_4.png,texture,png,3432,n/a,ui
Res/UI/Frames/Frame_5.png,texture,png,70091,n/a,ui
Res/UI/Frames/Frame_6.png,texture,png,687691,n/a,ui
Res/UI/Frames/Frame_7.png,texture,png,171694,n/a,ui
Res/UI/Frames/Frame_8.png,texture,png,195830,n/a,ui
Res/UI/Frames/Frame_9.png,texture,png,206341,n/a,ui
Res/UI/Frames/frameHalloween.png,texture,png,104746,n/a,ui
Res/UI/Frames/frameS.png,texture,png,125022,n/a,ui
Res/UI/Icons/Icon0.png,texture,png,361404,n/a,ui
Res/UI/Icons/Icon1.png,texture,png,368592,n/a,ui
Res/UI/Icons/Icon2.png,texture,png,358541,n/a,ui
Res/UI/Icons/Icon3.png,texture,png,365886,n/a,ui
Res/UI/Icons/Icon4.png,texture,png,321429,n/a,ui
Res/UI/Icons/Icon5.png,texture,png,319510,n/a,ui
Res/UI/Icons/Icon6.png,texture,png,331290,n/a,ui
Res/UI/Icons/Icon7.png,texture,png,341600,n/a,ui
Res/UI/Icons/IconAtlas.spriteatlasv2,other,spriteatlasv2,1229,n/a,ui
Res/UI/Icons/Icon_1.png,texture,png,4664,n/a,ui
Res/UI/Icons/Icon_2.png,texture,png,943,n/a,ui
Res/UI/Icons/Icon_3.png,texture,png,9607,n/a,ui
Res/UI/Icons/Icon_4.png,texture,png,11415,n/a,ui
Res/UI/MapPreview/Arena_1_Icon.png,texture,png,101753,n/a,ui
Res/UI/MapPreview/Arena_3_icon.png,texture,png,95429,n/a,ui
Res/UI/MapPreview/MapPreviewAtlas.spriteatlasv2,other,spriteatlasv2,499,n/a,ui
Res/UI/Materials/Fade.mat,other,mat,3979,n/a,ui
Res/UI/PlayerIconMinimap.prefab,other,prefab,2252,n/a,ui
Res/UI/SkillsIcon/Fireball.png,texture,png,235530,n/a,ui
Res/UI/SkillsIcon/GrassBall.png,texture,png,310596,n/a,ui
Res/UI/SkillsIcon/MultiFireball.png,texture,png,367077,n/a,ui
Res/UI/SkillsIcon/MultiGrassBall.png,texture,png,338942,n/a,ui
Res/UI/SkillsIcon/MultiNormalBall.png,texture,png,361438,n/a,ui
Res/UI/SkillsIcon/MultiPerk.png,texture,png,209566,n/a,ui
Res/UI/SkillsIcon/NormalBall.png,texture,png,224264,n/a,ui
Res/UI/SkillsIcon/ShirikenPerk.png,texture,png,17164,n/a,ui
Res/UI/SkillsIcon/SkillPerk.png,texture,png,187857,n/a,ui
Res/UI/SkillsIcon/skill_archer_1.png,texture,png,216833,n/a,ui
Res/UI/SkillsIcon/skill_archer_2.png,texture,png,237529,n/a,ui
Res/UI/SkillsIcon/skill_archer_3.png,texture,png,228477,n/a,ui
Res/UI/SkillsIcon/skill_archer_aa.png,texture,png,206806,n/a,ui
Res/UI/SkillsIcon/skill_dagger_1.png,texture,png,285118,n/a,ui
Res/UI/SkillsIcon/skill_dagger_2.png,texture,png,302637,n/a,ui
Res/UI/SkillsIcon/skill_dagger_3.png,texture,png,284751,n/a,ui
Res/UI/SkillsIcon/skill_dagger_aa.png,texture,png,264837,n/a,ui
Res/UI/SkillsIcon/skill_poison_1.png,texture,png,285045,n/a,ui
Res/UI/SkillsIcon/skill_poison_2.png,texture,png,374046,n/a,ui
Res/UI/SkillsIcon/skill_poison_3.png,texture,png,344279,n/a,ui
Res/UI/SkillsIcon/skill_poison_aa.png,texture,png,290178,n/a,ui
Res/UI/SkillsIcon/skill_shooter_1.png,texture,png,295000,n/a,ui
Res/UI/SkillsIcon/skill_shooter_2.png,texture,png,295883,n/a,ui
Res/UI/SkillsIcon/skill_shooter_3.png,texture,png,273180,n/a,ui
Res/UI/SkillsIcon/skill_shooter_aa.png,texture,png,275313,n/a,ui
Res/UI/StatsIcon/AttackSpeed.png,texture,png,1592,n/a,ui
Res/UI/StatsIcon/AttackSpeedMax.png,texture,png,1577,n/a,ui
Res/UI/StatsIcon/Cooldown.png,texture,png,1499,n/a,ui
Res/UI/StatsIcon/CooldownMax.png,texture,png,1343,n/a,ui
Res/UI/StatsIcon/Critical.png,texture,png,1319,n/a,ui
Res/UI/StatsIcon/CriticalMax.png,texture,png,1102,n/a,ui
Res/UI/StatsIcon/Damage.png,texture,png,1446,n/a,ui
Res/UI/StatsIcon/DamageMax.png,texture,png,1176,n/a,ui
Res/UI/StatsIcon/Defense.png,texture,png,1720,n/a,ui
Res/UI/StatsIcon/DefenseMax.png,texture,png,1222,n/a,ui
Res/UI/StatsIcon/HP.png,texture,png,1769,n/a,ui
Res/UI/StatsIcon/HPMax.png,texture,png,1706,n/a,ui
Res/UI/StatsIcon/HPRegenMax.png,texture,png,1556,n/a,ui
Res/UI/StatsIcon/Leech.png,texture,png,1770,n/a,ui
Res/UI/StatsIcon/LeechMax.png,texture,png,1602,n/a,ui
Res/UI/StatsIcon/MP.Png,texture,png,1880,n/a,ui
Res/UI/StatsIcon/MPRegen.png,texture,png,1627,n/a,ui
Res/UI/StatsIcon/Speed.png,texture,png,1532,n/a,ui
Res/UI/StatsIcon/SpeedMax.png,texture,png,1233,n/a,ui
Res/UI/StatsIcon/StatsAtlas.spriteatlasv2,other,spriteatlasv2,1740,n/a,ui
Res/UI/UIGameplayMobile_.prefab,other,prefab,687065,n/a,ui
Res/UI/UIGameplayPC.prefab,other,prefab,692644,n/a,ui
Res/UI/UILogin.prefab,other,prefab,126611,n/a,ui
Res/UI/UI_Gameplay/Ellipse 750.png,texture,png,5550,n/a,ui
Res/UI/UI_Gameplay/EvolveFrame.png,texture,png,5328,n/a,ui
Res/UI/UI_Gameplay/Frame.png,texture,png,5238,n/a,ui
Res/UI/UI_Gameplay/HpBar.png,texture,png,409,n/a,ui
Res/UI/UI_Gameplay/HpBarBackground.png,texture,png,698,n/a,ui
Res/UI/UI_Gameplay/Joystick.png,texture,png,7148,n/a,ui
Res/UI/UI_Gameplay/JoystickBackground.png,texture,png,12787,n/a,ui
Res/UI/UI_Gameplay/Rectangle 1152.png,texture,png,14269,n/a,ui
Res/UI/UI_Gameplay/Rectangle 41150.png,texture,png,1538,n/a,ui
Res/UI/UI_Gameplay/box_xsk.png,texture,png,1255,n/a,ui
Res/UI/UI_Gameplay/btn_nomal_4white.png,texture,png,4393,n/a,ui
Res/UIElements/DamagePopup/DamagePopup.prefab,other,prefab,8935,n/a,ui
Res/UIElements/DamagePopup/DamagePopupManager.prefab,other,prefab,1463,n/a,ui
Res/UIElements/EnemyHpBar/EnemyHpBar.prefab,other,prefab,10190,n/a,ui
Res/UIElements/Friend/FriendEntry.prefab,other,prefab,93877,n/a,ui
Res/UIElements/GMPanel/GMItemEntry.prefab,other,prefab,28133,n/a,ui
Res/UIElements/GMPanel/MapEventGMEntry.prefab,other,prefab,12752,n/a,ui
Res/UIElements/Lobby/LobbyMapEntry.prefab,other,prefab,37366,n/a,ui
Res/UIElements/Mailbox/MailEntry.prefab,other,prefab,29650,n/a,ui
Res/UIElements/Mailbox/MailRewardEntry.prefab,other,prefab,12997,n/a,ui
ThirdPartyResources/3DModels/KayKit - Adventurers/Animations/Combat/1H_Melee/1H_Melee_Attack_Chop.anim,animation,anim,336548,n/a,
ThirdPartyResources/3DModels/KayKit - Adventurers/Animations/Combat/1H_Melee/1H_Melee_Attack_Jump_Chop.anim,animation,anim,466899,n/a,
ThirdPartyResources/3DModels/KayKit - Adventurers/Animations/Combat/1H_Melee/1H_Melee_Attack_Slice_Diagonal.anim,animation,anim,359361,n/a,
ThirdPartyResources/3DModels/KayKit - Adventurers/Animations/Combat/1H_Melee/1H_Melee_Attack_Slice_Horizontal.anim,animation,anim,349852,n/a,
ThirdPartyResources/3DModels/KayKit - Adventurers/Animations/Combat/1H_Melee/1H_Melee_Attack_Stab.anim,animation,anim,330210,n/a,
ThirdPartyResources/3DModels/KayKit - Adventurers/Animations/Combat/1H_Ranged/1H_Ranged_Aiming.anim,animation,anim,171340,n/a,
ThirdPartyResources/3DModels/KayKit - Adventurers/Animations/Combat/1H_Ranged/1H_Ranged_Reload.anim,animation,anim,283002,n/a,
ThirdPartyResources/3DModels/KayKit - Adventurers/Animations/Combat/1H_Ranged/1H_Ranged_Shoot.anim,animation,anim,286548,n/a,
ThirdPartyResources/3DModels/KayKit - Adventurers/Animations/Combat/1H_Ranged/1H_Ranged_Shooting.anim,animation,anim,472715,n/a,
ThirdPartyResources/3DModels/KayKit - Adventurers/Animations/Combat/2H_Melee/2H_Melee_Attack_Chop.anim,animation,anim,393929,n/a,
ThirdPartyResources/3DModels/KayKit - Adventurers/Animations/Combat/2H_Melee/2H_Melee_Attack_Slice.anim,animation,anim,317172,n/a,
ThirdPartyResources/3DModels/KayKit - Adventurers/Animations/Combat/2H_Melee/2H_Melee_Attack_Spin.anim,animation,anim,422128,n/a,
ThirdPartyResources/3DModels/KayKit - Adventurers/Animations/Combat/2H_Melee/2H_Melee_Attack_Spinning.anim,animation,anim,166064,n/a,
ThirdPartyResources/3DModels/KayKit - Adventurers/Animations/Combat/2H_Melee/2H_Melee_Attack_Stab.anim,animation,anim,323309,n/a,
ThirdPartyResources/3DModels/KayKit - Adventurers/Animations/Combat/2H_Melee/2H_Melee_Idle.anim,animation,anim,147042,n/a,
ThirdPartyResources/3DModels/KayKit - Adventurers/Animations/Combat/2H_Ranged/2H_Ranged_Aiming.anim,animation,anim,237220,n/a,
ThirdPartyResources/3DModels/KayKit - Adventurers/Animations/Combat/2H_Ranged/2H_Ranged_Reload.anim,animation,anim,267055,n/a,
ThirdPartyResources/3DModels/KayKit - Adventurers/Animations/Combat/2H_Ranged/2H_Ranged_Shoot.anim,animation,anim,254504,n/a,
ThirdPartyResources/3DModels/KayKit - Adventurers/Animations/Combat/2H_Ranged/2H_Ranged_Shooting.anim,animation,anim,427196,n/a,
ThirdPartyResources/3DModels/KayKit - Adventurers/Animations/Combat/Blocking/Block.anim,animation,anim,194706,n/a,
ThirdPartyResources/3DModels/KayKit - Adventurers/Animations/Combat/Blocking/Block_Attack.anim,animation,anim,338114,n/a,
ThirdPartyResources/3DModels/KayKit - Adventurers/Animations/Combat/Blocking/Block_Hit.anim,animation,anim,187386,n/a,
ThirdPartyResources/3DModels/KayKit - Adventurers/Animations/Combat/Blocking/Blocking.anim,animation,anim,135301,n/a,
ThirdPartyResources/3DModels/KayKit - Adventurers/Animations/Combat/DualWielding/Dualwield_Melee_Attack_Chop.anim,animation,anim,416243,n/a,
ThirdPartyResources/3DModels/KayKit - Adventurers/Animations/Combat/DualWielding/Dualwield_Melee_Attack_Slice.anim,animation,anim,358839,n/a,
ThirdPartyResources/3DModels/KayKit - Adventurers/Animations/Combat/DualWielding/Dualwield_Melee_Attack_Stab.anim,animation,anim,312264,n/a,
ThirdPartyResources/3DModels/KayKit - Adventurers/Animations/Combat/General/Death_A.anim,animation,anim,284379,n/a,
ThirdPartyResources/3DModels/KayKit - Adventurers/Animations/Combat/General/Death_A_Pose.anim,animation,anim,90195,n/a,
ThirdPartyResources/3DModels/KayKit - Adventurers/Animations/Combat/General/Death_B.anim,animation,anim,404732,n/a,
ThirdPartyResources/3DModels/KayKit - Adventurers/Animations/Combat/General/Death_B_Pose.anim,animation,anim,90205,n/a,
ThirdPartyResources/3DModels/KayKit - Adventurers/Animations/Combat/General/Death_C_Pose.anim,animation,anim,90181,n/a,
ThirdPartyResources/3DModels/KayKit - Adventurers/Animations/Combat/General/Hit_A.anim,animation,anim,203477,n/a,
ThirdPartyResources/3DModels/KayKit - Adventurers/Animations/Combat/General/Hit_B.anim,animation,anim,239875,n/a,
ThirdPartyResources/3DModels/KayKit - Adventurers/Animations/Combat/General/Idle_Combat.anim,animation,anim,290600,n/a,
ThirdPartyResources/3DModels/KayKit - Adventurers/Animations/Combat/General/Taunt.anim,animation,anim,421067,n/a,
ThirdPartyResources/3DModels/KayKit - Adventurers/Animations/Combat/General/Taunt_Longer.anim,animation,anim,705790,n/a,
ThirdPartyResources/3DModels/KayKit - Adventurers/Animations/Combat/Spellcasting/Spellcast_Long.anim,animation,anim,380235,n/a,
ThirdPartyResources/3DModels/KayKit - Adventurers/Animations/Combat/Spellcasting/Spellcast_Raise.anim,animation,anim,279001,n/a,
ThirdPartyResources/3DModels/KayKit - Adventurers/Animations/Combat/Spellcasting/Spellcast_Shoot.anim,animation,anim,240237,n/a,
ThirdPartyResources/3DModels/KayKit - Adventurers/Animations/Combat/Spellcasting/Spellcast_Summon.anim,animation,anim,643144,n/a,
ThirdPartyResources/3DModels/KayKit - Adventurers/Animations/Combat/Spellcasting/Spellcasting.anim,animation,anim,137682,n/a,
ThirdPartyResources/3DModels/KayKit - Adventurers/Animations/Combat/Unarmed/Unarmed_Idle.anim,animation,anim,136184,n/a,
ThirdPartyResources/3DModels/KayKit - Adventurers/Animations/Combat/Unarmed/Unarmed_Melee_Attack_Kick.anim,animation,anim,311827,n/a,
ThirdPartyResources/3DModels/KayKit - Adventurers/Animations/Combat/Unarmed/Unarmed_Melee_Attack_Punch_A.anim,animation,anim,360716,n/a,
